flight_number,origin_station_code,destination_station_code,record_locator,arrival_delay_minutes,passenger_class,number_of_legs,loyalty_program_level,generation,fleet_type_description,actual_flown_miles,food_satisfaction_score,feedback_ID
707,OGX,LAX,B1XXCV,-12,Economy,1,non-elite,Gen X,B737-MAX9,2486,4,F_274
2,SFX,SIX,G2XXFV,-22,Economy,1,premier silver,Millennial,B787-9,8440,2,F_275
146,OPX,EWX,M4XX1N,-20,Economy,1,non-elite,Gen X,B757-200,3340,5,F_276
355,RSX,ORX,APXX1S,-13,Economy,2,non-elite,Boomer,B737-MAX9,1120,1,F_277
614,LOX,IAX,CLXX9G,5,Economy,1,non-elite,Gen X,B787-8,5442,1,F_278
19,MXX,EWX,OXXXY2,16,Economy,1,non-elite,Boomer,B777-200,4010,5,F_279
136,ZRX,EWX,DQXXDZ,13,Economy,1,premier gold,Boomer,B767-300,3946,2,F_280
265,SAX,DEX,FFXXG2,-32,Economy,2,premier 1k,Gen X,A320-200,853,4,F_281
2076,IAX,BDX,A7XXR6,11,Economy,2,non-elite,Boomer,B737-700,326,3,F_282
1979,DEX,CVX,OLXXW8,-12,Economy,1,non-elite,Gen X,B737-800,1069,5,F_283
926,LHX,IAX,M0XXJK,23,Economy,1,non-elite,Boomer,B767-300,3677,5,F_284
1806,LAX,EWX,PPXX7E,21,Economy,1,non-elite,Boomer,B737-900,2227,2,F_285
6131,ATX,IAX,C5XXBV,-13,Economy,1,premier silver,Gen X,ERJ-175,533,1,F_286
1964,RDX,ORX,EGXXGX,145,Economy,1,premier platinum,Gen X,A320-200,647,1,F_287
1686,LIX,DEX,D2XXFE,-5,Economy,1,non-elite,Boomer,B757-200,3414,5,F_288
146,OPX,EWX,FMXXDS,-22,Economy,2,premier gold,Gen X,B757-200,3340,2,F_289
583,YYX,SFX,A6XXYK,-15,Economy,1,premier 1k,Boomer,B737-800,1018,5,F_290
1046,DEX,IAX,E9XX4D,52,Economy,2,non-elite,Gen X,B737-900,1452,3,F_291
880,LHX,IAX,MGXXGW,-29,Economy,2,non-elite,Gen X,B777-200,4834,3,F_292
1556,IAX,SEX,HMXX27,-18,Economy,1,premier 1k,Gen X,B737-900,1874,5,F_293
5898,SBX,LAX,C6XX42,-16,Economy,1,non-elite,Boomer,ERJ-175,156,1,F_294
1496,SJX,IAX,O5XXN8,-31,Economy,1,non-elite,Boomer,B737-900,2007,3,F_295
1123,EWX,CPX,J0XXK2,18,Economy,2,non-elite,Millennial,B787-9,7815,4,F_296
6112,OKX,IAX,MFXXY9,-1,Economy,2,non-elite,Millennial,ERJ-175,395,5,F_297
2191,EWX,MSX,ARXX5H,-26,Economy,2,non-elite,Gen X,B737-800,1008,2,F_298
933,IAX,FRX,EGXX82,8,Economy,2,non-elite,Gen X,B777-200,4082,1,F_299
365,BDX,DEX,EMXX5Q,-7,Economy,2,non-elite,Millennial,B737-800,1671,2,F_300
441,DEX,LAX,JPXXFM,-17,Economy,1,non-elite,Boomer,B737-800,862,1,F_301
985,CDX,SFX,HXXX79,-1,Economy,1,non-elite,Boomer,B777-200,5583,1,F_302
2040,LAX,ORX,IQXX15,-25,Economy,1,premier silver,Millennial,B737-900,1745,2,F_303
2447,FLX,EWX,BZXX82,13,Economy,1,non-elite,Millennial,A319-100,1065,2,F_304
2680,DEX,ORX,F6XXZN,-18,Economy,2,non-elite,Gen X,B777-200,888,4,F_305
2625,LGX,DEX,J4XXF2,-8,Economy,2,non-elite,Gen X,B737-800,1619,4,F_306
487,CLX,DEX,N4XXTS,-8,Economy,2,non-elite,Boomer,B737-900,1201,3,F_307
984,ATX,IAX,CYXXH7,50,Economy,2,non-elite,Boomer,B787-8,5168,4,F_308
5430,TUX,ORX,ABXXV3,-10,Economy,2,non-elite,Gen X,ERJ-175,1437,3,F_309
1888,DEX,BDX,L0XXG7,-4,Economy,1,non-elite,Boomer,B737-900,1671,2,F_310
978,SNX,EWX,PNXX92,18,Economy,2,non-elite,Silent,B757-200,3096,5,F_311
1781,SFX,TPX,CEXXBE,-5,Economy,1,non-elite,Millennial,B737-800,2392,4,F_312
92,TLX,EWX,OLXX33,-26,Economy,1,non-elite,Boomer,B787-10,5692,4,F_313
6067,IAX,RIX,BHXX37,-21,Economy,2,premier gold,Gen X,ERJ-175,99,4,F_314
991,SFX,CDX,K2XXSS,111,Economy,2,premier gold,Boomer,B777-200,5583,1,F_315
402,CLX,LAX,P9XXWE,-4,Economy,1,non-elite,Boomer,B737-800,2053,5,F_316
793,LAX,EWX,DPXX0N,14,Economy,1,premier gold,Gen X,B757-200,2454,2,F_317
222,SFX,MCX,EEXXLS,-12,Economy,1,premier 1k,Boomer,B737-MAX9,2445,1,F_318
2268,ORX,PDX,CFXX8B,-35,Economy,1,non-elite,Gen X,B737-MAX9,1739,4,F_319
966,NAX,EWX,GTXX15,-19,Economy,1,non-elite,Gen X,B767-300,4416,3,F_320
331,LAX,ORX,HKXX67,-29,Economy,2,non-elite,Boomer,B757-300,1745,2,F_321
1805,IAX,AUX,HXXX77,7,Economy,2,non-elite,Boomer,B737-900,2020,2,F_322
19,MXX,EWX,O9XX9F,22,Economy,1,non-elite,Boomer,B777-200,4010,4,F_323
352,DCX,SFX,PHXXBT,-41,Economy,1,premier platinum,Boomer,B737-800,2442,1,F_324
1282,DCX,IAX,EVXXKS,4,Economy,1,non-elite,Millennial,A319-100,1208,4,F_325
1189,RDX,DEX,BQXXW2,-6,Economy,2,premier silver,Millennial,A319-100,899,3,F_326
301,SFX,HNX,MYXXZJ,-9,Economy,2,premier gold,Boomer,B777-200,2399,5,F_327
3415,IAX,BTX,BNXXG5,-16,Economy,2,non-elite,Boomer,ERJ-175,442,3,F_328
2318,EWX,AUX,D2XX8S,-29,Economy,1,premier platinum,Boomer,A319-100,1504,2,F_329
280,ORX,SYX,EHXXQB,-7,Economy,2,non-elite,Gen Z,B737-800,607,4,F_330
1902,GUX,IAX,OLXXK2,-22,Economy,2,premier silver,Gen X,B737-800,1103,4,F_331
2152,PDX,DEX,L4XXWN,42,Economy,2,premier gold,Silent,A320-200,992,4,F_332
2046,TPX,EWX,AFXXX3,-1,Economy,1,premier silver,Millennial,A320-200,998,2,F_333
553,DEX,DSX,HYXX01,-13,Economy,2,non-elite,Gen X,B737-900,589,3,F_334
585,PHX,EWX,MQXX6B,-5,Economy,1,non-elite,Boomer,A320-200,2133,5,F_335
1891,DFX,IAX,FKXX8D,27,Economy,1,non-elite,Millennial,A319-100,224,3,F_336
1414,LAX,IAX,LGXX2S,-11,Economy,1,premier 1k,Boomer,B737-800,1222,4,F_337
1609,SEX,ORX,O8XXSC,-5,Economy,1,premier silver,Gen X,B737-MAX9,1721,1,F_338
2442,TPX,EWX,LVXXET,-99,Economy,1,non-elite,Silent,A320-200,998,4,F_339
2244,SAX,IAX,EJXXFC,-13,Economy,1,non-elite,Gen X,A320-200,1303,4,F_340
780,IAX,IAX,CWXXSE,-8,Economy,2,non-elite,Boomer,B737-900,1190,5,F_341
646,IAX,MAX,JPXXMG,-22,Economy,1,non-elite,Boomer,A319-100,429,4,F_342
929,LHX,ORX,D5XXWB,-46,Economy,2,non-elite,Boomer,B767-300,3953,5,F_343
2274,DEX,BWX,FNXX02,-34,Economy,1,premier gold,Silent,B737-800,1491,4,F_344
1089,IAX,MEX,GJXX5P,-14,Economy,1,premier gold,Boomer,A320-200,763,1,F_345
5968,OTX,SFX,I3XX4T,-7,Economy,2,non-elite,Boomer,ERJ-175,412,3,F_346
1921,JAX,ORX,O6XXPX,-2,Economy,1,premier gold,Boomer,A320-200,1162,3,F_347
3457,IAX,INX,PZXX7C,-4,Economy,1,non-elite,Gen X,ERJ-175,476,5,F_348
2373,LGX,IAX,NYXXGE,-32,Economy,1,premier 1k,Boomer,B737-800,1416,3,F_349
42,FCX,EWX,G7XXD1,32,Economy,1,non-elite,Boomer,B777-300,4292,5,F_350
1066,EWX,MEX,INXXH4,-11,Economy,1,non-elite,Millennial,B737-700,2076,5,F_351
2110,PIX,DEX,FZXXLF,-23,Economy,2,non-elite,Gen X,B737-900,1290,4,F_352
1410,IAX,BNX,OXXX2R,9,Economy,2,non-elite,Gen X,A319-100,542,3,F_353
33,LAX,NRX,MPXX5Y,-25,Economy,1,non-elite,Gen Z,B787-9,5451,4,F_354
6280,IAX,DFX,PDXX7S,-6,Economy,2,premier 1k,Boomer,ERJ-175,1172,1,F_355
27,LHX,DEX,ANXX37,-46,Economy,2,non-elite,Gen X,B787-9,4671,2,F_356
141,ORX,TLX,B3XX92,-20,Economy,2,premier 1k,Gen X,B787-8,6180,2,F_357
779,DEX,PDX,B5XX55,-2,Economy,1,non-elite,Gen X,B737-800,992,5,F_358
953,MUX,ORX,G0XXSE,-10,Economy,1,non-elite,Boomer,B787-10,4530,5,F_359
982,DUX,ORX,IVXXJL,-46,Economy,2,non-elite,Boomer,B757-200,3674,2,F_360
433,ATX,EWX,H0XXN1,-28,Economy,1,premier platinum,Gen X,A319-100,745,1,F_361
6315,SAX,IAX,PQXXTK,59,Economy,1,premier silver,Boomer,ERJ-175,851,2,F_362
5319,SLX,SFX,CXXXTY,-10,Economy,1,non-elite,Gen X,ERJ-175,599,1,F_363
2633,EWX,SFX,I3XX8Z,-50,Economy,2,non-elite,Gen Z,B777-300,2565,4,F_364
2661,EWX,DEX,E7XXFD,24,Economy,3,non-elite,Boomer,B737-900,1605,5,F_365
1768,DEX,DCX,HSXXBW,-12,Economy,1,non-elite,Gen X,B737-800,1476,5,F_366
2087,IAX,LAX,E7XXY4,-25,Economy,1,non-elite,Gen X,B737-900,1222,2,F_367
390,EWX,DEX,NQXX2C,42,Economy,2,non-elite,Silent,B737-900,1605,2,F_368
2616,ORX,MSX,I8XXY0,-1,Economy,1,non-elite,Gen X,B737-900,334,1,F_369
1945,ORX,PHX,O1XXJV,-29,Economy,2,non-elite,Silent,B737-800,1440,4,F_370
342,IAX,MIX,E5XXN3,-7,Economy,2,non-elite,Boomer,A319-100,964,2,F_371
958,GVX,EWX,AZXXR0,-26,Economy,1,non-elite,Boomer,B767-300,3878,5,F_372
2496,SRX,EWX,OQXXL8,-19,Economy,1,non-elite,Boomer,B737-700,1034,1,F_373
1930,EWX,MCX,N1XX99,-18,Economy,1,non-elite,Boomer,B737-900,938,1,F_374
886,FCX,IAX,N9XX0Q,62,Economy,2,non-elite,Silent,B787-8,4505,1,F_375
511,EWX,FCX,E0XXET,5,Economy,2,non-elite,Gen Z,B777-200,4292,1,F_376
5,LHX,IAX,HJXXTT,-39,Economy,1,premier gold,Boomer,B787-9,4834,3,F_377
1969,IAX,PWX,G7XXXE,-3,Economy,1,non-elite,Boomer,A319-100,494,1,F_378
2198,IAX,PDX,LGXXBL,-14,Economy,2,non-elite,Boomer,B737-900,1825,5,F_379
1765,SFX,IAX,MMXXB4,16,Economy,1,premier silver,Millennial,B737-900,1635,4,F_380
41,EWX,FCX,M4XX18,40,Economy,1,non-elite,Boomer,B777-300,4292,2,F_381
2648,IAX,DEX,BKXXTZ,-11,Economy,2,non-elite,Millennial,B737-900,861,5,F_382
1427,IAX,MIX,H1XX20,10,Economy,1,non-elite,Millennial,B737-800,717,3,F_383
593,DTX,EWX,PSXXL2,-13,Economy,1,non-elite,Silent,B737-700,487,4,F_384
592,SEX,EWX,GMXXNN,-8,Economy,1,non-elite,Boomer,B737-900,2401,2,F_385
1236,DEX,DFX,B5XX0R,-13,Economy,1,non-elite,Gen X,B737-900,641,1,F_386
58,EWX,CDX,P2XX1C,37,Economy,1,non-elite,Boomer,B777-300,3649,2,F_387
1431,OGX,DEX,HLXXN2,-10,Economy,1,premier gold,Gen X,B757-200,3303,5,F_388
574,SFX,ABX,P6XX2F,-5,Economy,1,non-elite,Boomer,A319-100,896,1,F_389
2255,DEX,TUX,IFXXSC,-2,Economy,1,non-elite,Boomer,B737-900,541,3,F_390
1723,OGX,SFX,HCXXDF,-40,Economy,1,premier silver,Boomer,B777-200,2338,2,F_391
964,BEX,EWX,GRXX9W,-58,Economy,1,premier silver,Boomer,B767-400,3986,3,F_392
449,BOX,DEX,K2XXMP,-8,Economy,2,non-elite,Boomer,A320-200,1754,4,F_393
417,ORX,MXX,I5XXPE,8,Economy,2,non-elite,Boomer,B787-8,4523,3,F_394
462,DEX,IAX,M4XXQQ,-11,Economy,2,non-elite,Boomer,B737-800,1452,5,F_395
680,PWX,EWX,M1XXS6,-17,Economy,2,non-elite,Boomer,B737-900,284,1,F_396
1950,IAX,ORX,NBXXJ2,58,Economy,2,non-elite,Gen X,B737-900,157,3,F_397
534,TPX,EWX,ICXXF0,15,Economy,1,non-elite,Boomer,B737-800,998,5,F_398
91,EWX,TLX,BYXXFQ,18,Economy,1,premier platinum,Boomer,B787-10,5692,1,F_399
253,HNX,IAX,O9XXY1,3,Economy,1,non-elite,Millennial,B777-200,3904,3,F_400
2013,SFX,EWX,ADXXL6,26,Economy,1,non-elite,Boomer,B777-200,2565,3,F_401
628,DEX,EWX,C6XX9Q,-13,Economy,1,non-elite,Boomer,B737-900,1605,2,F_402
1646,IAX,AUX,MMXXPM,-8,Economy,2,premier platinum,Boomer,B737-800,141,1,F_403
292,IAX,SMX,HKXXQM,3,Economy,1,premier silver,Boomer,B737-800,2358,3,F_404
182,FRX,DEX,B3XX5Q,7,Economy,2,non-elite,Boomer,B787-9,5040,4,F_405
1650,IAX,BNX,GNXX96,-8,Economy,1,non-elite,Millennial,B737-MAX8,657,4,F_406
1642,IAX,SFX,CNXX1H,-10,Economy,1,non-elite,Gen X,B777-300,2419,3,F_407
3580,EWX,SDX,DJXXS5,-35,Economy,2,premier silver,Boomer,ERJ-175,642,2,F_408
2259,DEX,BWX,FLXXTY,94,Economy,2,non-elite,Gen X,B737-900,1491,1,F_409
2380,SEX,IAX,FVXX4K,-16,Economy,1,non-elite,Millennial,A320-200,1874,4,F_410
1792,LAX,ORX,I0XX9W,-29,Economy,1,non-elite,Gen X,B737-MAX8,1515,5,F_411
5587,IAX,MKX,AZXXHD,7,Economy,2,premier silver,Gen X,ERJ-175,984,4,F_412
2663,ORX,DEX,GGXXGZ,-1,Economy,2,non-elite,Silent,B757-300,888,3,F_413
1998,IAX,SFX,J6XXNC,-21,Economy,2,premier platinum,Boomer,A320-200,1635,3,F_414
2164,ORX,LAX,ASXXPZ,-22,Economy,1,non-elite,Boomer,B737-900,1745,5,F_415
2431,ORX,AUX,A8XXS1,-29,Economy,2,premier gold,Boomer,B737-800,978,2,F_416
1696,MCX,IAX,BYXXNK,-13,Economy,3,premier silver,Gen X,B737-900,853,4,F_417
122,BCX,EWX,CEXXQE,-28,Economy,1,non-elite,Gen X,B777-200,3848,1,F_418
793,LAX,EWX,H5XXJR,-11,Economy,1,non-elite,Boomer,B757-200,2454,1,F_419
819,EZX,IAX,F3XXNE,-18,Economy,1,premier gold,Gen X,B777-200,5062,2,F_420
2128,DEX,ATX,FGXX1V,-23,Economy,1,non-elite,Gen X,B737-900,1199,1,F_421
979,IAX,EDX,FDXX9E,-3,Economy,1,non-elite,Gen X,B767-400,3477,2,F_422
2201,EWX,SAX,BDXX3K,6,Economy,1,non-elite,Boomer,B737-800,2425,1,F_423
1277,LAX,CUX,FHXXFP,-6,Economy,1,non-elite,Gen X,B737-900,2119,1,F_424
6,IAX,LHX,N6XX94,-6,Economy,1,premier platinum,Gen X,B787-9,4834,2,F_425
1518,EWX,FLX,CRXXY6,3,Economy,1,non-elite,Boomer,B737-MAX8,1065,1,F_426
19,MXX,EWX,C0XX2L,14,Economy,1,non-elite,Boomer,B777-200,4010,2,F_427
993,IAX,BCX,M0XX03,-42,Economy,1,non-elite,Gen X,B767-400,4060,5,F_428
5396,ORX,STX,D0XXPK,-29,Economy,1,premier gold,Millennial,ERJ-175,258,2,F_429
347,ORX,SNX,BVXXM8,-26,Economy,2,non-elite,Gen X,A320-200,1726,3,F_430
5493,FSX,DEX,PFXXK7,-17,Economy,2,non-elite,Gen X,ERJ-175,483,4,F_431
364,EWX,HNX,HWXXZW,1,Economy,1,premier silver,Gen X,B767-400,4962,2,F_432
992,BCX,IAX,A5XX83,-4,Economy,1,non-elite,Gen Z,B767-400,4060,4,F_433
2,SFX,SIX,OTXX63,63,Economy,2,non-elite,Gen X,B787-9,8440,1,F_434
2472,SAX,EWX,DDXXDH,13,Economy,1,non-elite,Boomer,B737-800,2425,1,F_435
6017,MAX,IAX,ORXXWC,-15,Economy,2,non-elite,Gen X,ERJ-175,429,1,F_436
57,CDX,EWX,JVXXFD,3,Economy,1,non-elite,Boomer,B777-300,3649,5,F_437
3546,EWX,CMX,NLXX23,-42,Economy,2,non-elite,Gen X,ERJ-170,462,5,F_438
2130,SAX,IAX,NVXXHS,-23,Economy,1,non-elite,Boomer,B737-800,2253,5,F_439
201,GUX,HNX,FVXXRD,-23,Economy,1,premier platinum,Boomer,B777-300,3801,4,F_440
107,IAX,MUX,OBXX4F,38,Economy,2,non-elite,Gen X,B777-200,4263,5,F_441
1726,SFX,OGX,CHXX2S,-14,Economy,1,premier platinum,Boomer,B777-200,2338,4,F_442
1905,ORX,EWX,IRXX0J,-22,Economy,2,premier platinum,Gen X,B737-900,719,2,F_443
1066,EWX,MEX,NEXX4M,15,Economy,1,premier platinum,Gen X,B737-700,2076,2,F_444
509,BOX,IAX,N4XX3L,9,Economy,2,premier 1k,Millennial,B737-700,2222,5,F_445
1154,EWX,LAX,JKXX1G,-1,Economy,1,non-elite,Gen X,B737-900,2227,5,F_446
1829,MCX,ORX,HEXXKE,41,Economy,1,non-elite,Boomer,B757-300,1005,1,F_447
2390,ORX,RSX,F4XX9Y,53,Economy,1,non-elite,Boomer,B737-800,1120,2,F_448
384,HNX,DEX,FXXXLP,89,Economy,1,premier silver,Millennial,B777-200,3365,3,F_449
286,ORX,SNX,CBXXZT,-23,Economy,1,non-elite,Millennial,B737-800,1726,1,F_450
5369,MKX,IAX,D9XXD0,-3,Economy,2,premier 1k,Boomer,ERJ-175,984,1,F_451
370,BOX,EWX,NGXXQP,-12,Economy,1,non-elite,Millennial,A319-100,200,1,F_452
992,BCX,IAX,B8XXS7,-17,Economy,2,non-elite,Boomer,B767-400,4060,5,F_453
86,TLX,EWX,O2XXYB,22,Economy,2,non-elite,Gen X,B787-10,5692,1,F_454
1699,ORX,PDX,I7XXHW,-5,Economy,1,premier 1k,Boomer,A320-200,1739,3,F_455
1500,EWX,LAX,DNXX58,2,Economy,1,non-elite,Gen X,B787-10,2454,4,F_456
2401,BOX,SFX,L7XXJR,-36,Economy,1,non-elite,Boomer,B737-MAX9,2704,3,F_457
1075,LAX,DEX,GLXX6Y,4,Economy,1,non-elite,Boomer,A320-200,629,2,F_458
680,DEX,GRX,DBXX38,77,Economy,1,non-elite,Gen X,B737-900,1014,3,F_459
428,BOX,ORX,BTXXPG,99,Economy,1,global services,Boomer,B737-800,867,2,F_460
3,SIX,SFX,LYXXY0,30,Economy,1,non-elite,Gen X,B787-9,8440,2,F_461
2260,IAX,MSX,A8XX7W,-24,Economy,2,non-elite,Boomer,B737-800,954,3,F_462
902,SFX,LHX,N2XXNS,-7,Economy,1,non-elite,Gen X,B777-200,5368,1,F_463
1973,ORX,SFX,MYXXVV,2,Economy,2,premier platinum,Boomer,B737-900,1846,5,F_464
432,BOX,ORX,FKXXHF,2,Economy,1,premier 1k,Gen X,B737-900,867,5,F_465
2105,DCX,DEX,ISXXP4,-15,Economy,2,premier silver,Boomer,B737-800,1476,4,F_466
1043,EWX,AUX,ATXX8B,19,Economy,1,non-elite,Boomer,B737-900,1958,3,F_467
146,OPX,EWX,OBXXJS,28,Economy,2,non-elite,Boomer,B757-200,3340,1,F_468
26,LHX,BOX,ALXXTD,-35,Economy,1,non-elite,Boomer,B767-300,3265,3,F_469
885,IAX,FCX,JNXXH8,46,Economy,1,non-elite,Millennial,B787-8,4505,1,F_470
2682,DEX,SFX,M9XX4S,-2,Economy,2,premier 1k,Gen X,B777-200,967,4,F_471
1224,DFX,IAX,JSXXVY,-27,Economy,2,non-elite,Boomer,B737-MAX8,224,1,F_472
709,DEX,SFX,B7XXQH,-4,Economy,2,premier silver,Gen X,B737-800,967,5,F_473
5516,GSX,DEX,N0XXPR,201,Economy,1,non-elite,Millennial,ERJ-175,1278,5,F_474
1100,SJX,IAX,PMXXWD,-37,Economy,1,non-elite,Boomer,B737-800,1552,4,F_475
1047,ATX,ORX,MDXX9D,13,Economy,1,non-elite,Gen X,A319-100,606,3,F_476
2003,SFX,IAX,IFXX9Z,-12,Economy,1,non-elite,Boomer,B737-900,2419,4,F_477
4709,MEX,DEX,JNXX6J,-17,Economy,2,non-elite,Gen X,ERJ-175,872,3,F_478
5349,DEX,DTX,J6XXEE,70,Economy,1,premier gold,Boomer,ERJ-175,1123,2,F_479
1177,EWX,BUX,DZXXBF,21,Economy,1,non-elite,Boomer,A320-200,282,5,F_480
2642,SFX,SAX,EHXXSL,-11,Economy,1,non-elite,Silent,A320-200,447,3,F_481
2454,BIX,DEX,DDXX5L,-14,Economy,1,non-elite,Boomer,B737-800,455,3,F_482
1480,CUX,CLX,PRXXEQ,20,Economy,1,non-elite,Gen X,B737-900,1434,5,F_483
885,IAX,FCX,ORXXYV,23,Economy,1,non-elite,Boomer,B787-8,4505,3,F_484
747,MCX,DEX,CTXX3H,-11,Economy,2,non-elite,Boomer,B737-900,532,3,F_485
1822,ORX,DEX,HZXX80,-34,Economy,2,premier platinum,Boomer,B777-200,888,5,F_486
532,EWX,PBX,HYXX30,196,Economy,1,non-elite,Boomer,A319-100,1024,5,F_487
795,EWX,SAX,ITXX1X,-6,Economy,1,non-elite,Boomer,B737-800,2425,5,F_488
2403,LGX,DEX,JQXXLY,-30,Economy,1,premier silver,Gen X,B737-800,1619,5,F_489
736,IAX,EWX,BXXXLB,-30,Economy,1,non-elite,Boomer,A320-200,213,2,F_490
1081,EWX,SJX,G7XX6D,-12,Economy,1,premier silver,Gen X,B737-800,2201,1,F_491
333,PDX,ORX,DYXXKH,-8,Economy,2,non-elite,Boomer,B737-900,1739,3,F_492
254,IAX,HNX,M9XXS3,-8,Economy,2,non-elite,Boomer,B777-200,3904,5,F_493
427,SLX,EWX,N5XXH5,-24,Economy,1,non-elite,Gen X,A319-100,1968,1,F_494
5345,FSX,DEX,BRXXY0,-19,Economy,2,non-elite,Gen X,ERJ-175,483,3,F_495
605,DEX,SYX,HPXXN7,7,Economy,2,non-elite,Millennial,A320-200,1492,3,F_496
470,SMX,IAX,HCXXGS,0,Economy,2,non-elite,Boomer,B737-900,1609,2,F_497
1784,SFX,AUX,P7XXQ3,-16,Economy,1,non-elite,Boomer,B737-MAX9,1503,3,F_498
348,DEX,SAX,LJXXTR,-20,Economy,1,non-elite,Gen X,B737-900,853,5,F_499
2099,IAX,MCX,ANXX0Q,-17,Economy,2,non-elite,Millennial,B737-900,758,3,F_500
1716,MCX,ORX,DKXXWE,-30,Economy,1,non-elite,Boomer,B737-800,1005,3,F_501
397,HNX,SFX,DZXX0P,-19,Economy,3,premier silver,Gen X,B777-300,2399,4,F_502
1642,IAX,SFX,MRXXY4,-30,Economy,2,global services,Boomer,B777-300,2419,3,F_503
216,ABX,DEX,PFXX0X,-12,Economy,2,non-elite,Gen X,A320-200,349,5,F_504
977,EWX,SNX,I2XXPZ,-20,Economy,1,non-elite,Gen X,B757-200,3096,2,F_505
1686,LIX,DEX,HSXXNX,-11,Economy,1,non-elite,Gen X,B757-200,3414,4,F_506
1129,SFX,EWX,F5XX2W,7,Economy,2,premier silver,Millennial,B777-300,2565,1,F_507
121,EWX,BCX,LXXX85,-34,Economy,1,non-elite,Boomer,B767-400,3848,1,F_508
797,IAX,LAX,M4XXPT,-28,Economy,1,premier gold,Gen X,B737-900,2066,4,F_509
1222,HNX,LAX,OMXXJQ,-25,Economy,2,non-elite,Gen X,B737-800,2556,1,F_510
5218,IAX,OKX,FKXXJR,2,Economy,1,premier silver,Gen X,ERJ-175,395,4,F_511
365,CLX,DEX,OJXXY3,-14,Economy,2,non-elite,Millennial,B737-800,1201,4,F_512
1291,IAX,SAX,OQXX2D,-21,Economy,1,non-elite,Gen X,B737-900,1189,3,F_513
115,PPX,SFX,M8XX1L,-19,Economy,1,non-elite,Boomer,B787-9,4188,3,F_514
1075,LAX,DEX,GBXXM0,2,Economy,2,premier silver,Gen X,A320-200,629,2,F_515
1800,MIX,EWX,ERXX5E,-7,Economy,1,non-elite,Boomer,B737-MAX8,1086,2,F_516
2626,DFX,ORX,A8XXLE,-23,Economy,1,non-elite,Millennial,A319-100,802,3,F_517
360,ORX,MEX,LXXX5Q,-17,Economy,1,non-elite,Boomer,A320-200,1686,2,F_518
2090,SFX,SBX,J8XX1N,-24,Economy,1,non-elite,Boomer,B737-800,262,3,F_519
949,SFX,LHX,HMXXWK,3,Economy,1,non-elite,Millennial,B777-200,5368,3,F_520
1503,EWX,ORX,OXXXKR,-25,Economy,1,non-elite,Millennial,B757-200,719,5,F_521
115,PPX,SFX,MVXXL8,-42,Economy,1,premier gold,Boomer,B787-9,4188,1,F_522
3,SIX,SFX,ELXX9Q,13,Economy,1,non-elite,Boomer,B787-9,8440,3,F_523
1461,IAX,SAX,IWXXRX,-13,Economy,1,non-elite,Millennial,B737-MAX9,1303,4,F_524
3478,EWX,SAX,PCXXHN,-13,Economy,1,non-elite,Boomer,ERJ-175,708,2,F_525
1991,EWX,PDX,FTXX1Z,29,Economy,2,premier platinum,Gen X,B737-900,2433,2,F_526
356,BTX,ORX,OZXXHR,-1,Economy,1,non-elite,Gen X,A319-100,763,2,F_527
1887,EWX,SNX,OTXXMW,-16,Economy,1,non-elite,Gen X,B737-700,2433,3,F_528
1023,DEX,PIX,IQXX9B,-1,Economy,1,premier 1k,Gen X,B737-900,1290,3,F_529
1282,OGX,LAX,HNXX1C,-8,Economy,1,non-elite,Boomer,B737-MAX9,2486,5,F_530
1878,IAX,LAX,NHXX3V,-16,Economy,1,premier silver,Boomer,B777-200,1379,3,F_531
52,EWX,MAX,NTXXYC,-23,Economy,1,non-elite,Boomer,B767-400,3607,2,F_532
482,BNX,EWX,CXXXCT,3,Economy,1,non-elite,Boomer,B737-900,748,4,F_533
1784,SFX,AUX,G5XX4X,0,Economy,1,premier 1k,Gen X,B737-MAX9,1503,2,F_534
19,MXX,EWX,LLXXSQ,46,Economy,1,non-elite,Boomer,B777-200,4010,3,F_535
2259,DEX,BWX,J5XXHN,94,Economy,2,non-elite,Boomer,B737-900,1491,1,F_536
304,FLX,EWX,M0XXJ3,-6,Economy,1,non-elite,Boomer,A320-200,1065,2,F_537
1124,CPX,EWX,I6XXL8,-39,Economy,1,non-elite,Gen X,B787-9,7815,1,F_538
1044,AUX,EWX,HMXX6P,-18,Economy,1,non-elite,Boomer,B737-900,1958,1,F_539
1755,MSX,ORX,C3XXBF,-23,Economy,2,non-elite,Gen X,B737-800,109,5,F_540
264,LHX,DEX,CVXX1K,20,Economy,2,non-elite,Boomer,B787-9,4671,4,F_541
219,HNX,ORX,A8XX0F,-15,Economy,1,non-elite,Millennial,B787-10,4244,4,F_542
1974,EWX,IAX,M5XXVW,-6,Economy,1,premier silver,Boomer,B737-800,1400,2,F_543
1561,SJX,EWX,F2XXPD,7,Economy,1,non-elite,Gen X,B737-800,2201,3,F_544
19,MXX,EWX,FEXXTR,28,Economy,1,premier silver,Boomer,B777-200,4010,3,F_545
1757,YVX,LAX,FXXXZG,16,Economy,2,non-elite,Boomer,B737-MAX9,1080,3,F_546
5,LHX,IAX,HXXXV8,-25,Economy,1,non-elite,Gen X,B787-9,4834,5,F_547
226,ATX,DEX,P2XXKQ,9,Economy,1,non-elite,Boomer,B737-900,1199,2,F_548
940,LHX,SFX,I1XXDD,-23,Economy,1,non-elite,Boomer,B787-9,5368,2,F_549
